trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0000087,2023,11,Summer (Jun-Aug),Japan,Indonesia,Leisure/Tourism,Family,5,16,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,23,3722.66,18613.3,77.65,3,Public Transport,Yes,No,Satisfied,4,Very Safe,None,Excellent,Probably,Twitter/X,No,4454.9,Neutral,Partial
TRP0000088,2020,2,Summer (Jun-Aug),South Korea,Italy,Education,Couple,2,82,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,12,219.29,438.58,32.22,3,Boat,Yes,Yes,Satisfied,3,Safe,Severe,Good,Definitely,Twitter/X,Partially,1731.6,Very Unfavorable,Full
TRP0000089,2024,2,Autumn (Sep-Nov),India,Spain,Leisure/Tourism,Family,3,15,Air,4-Star Hotel,Embassy Visa,Online Travel Agency,22,1947.39,5842.17,40.45,7,Taxi/Ride-share,Yes,Yes,Dissatisfied,5,Safe,None,Excellent,Maybe,Instagram,No,2587.7,Very Favorable,Full
TRP0000090,2023,7,Winter (Dec-Feb),Canada,UAE,Leisure/Tourism,Group Tour,8,15,Air,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,13,466.69,3733.52,38.58,6,Taxi/Ride-share,Yes,No,Satisfied,4,Safe,Mild,Poor,Probably,Twitter/X,Partially,4837.6,Very Unfavorable,Full
TRP0000091,2024,9,Spring (Mar-May),Canada,Singapore,Business,Family,3,3,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,9,1495.12,4485.36,44.52,8,Public Transport,No,Yes,Satisfied,5,Safe,Mild,Good,Definitely,None,No,875.6,Neutral,Partial
TRP0000092,2023,2,Winter (Dec-Feb),Saudi Arabia,Maldives,Honeymoon,Solo,1,19,Air,Resort,Visa on Arrival,Corporate Booking,50,2336.27,2336.27,67.58,5,Public Transport,Yes,No,Satisfied,4,Very Safe,Mild,Average,Definitely,TikTok,No,628.8,Unfavorable,Partial
TRP0000093,2021,8,Summer (Jun-Aug),Turkey,Canada,Business,Family,4,3,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,13,892.66,3570.64,60.68,6,Public Transport,No,No,Very Satisfied,3,Safe,None,Average,Probably,Instagram,No,2550.8,Very Unfavorable,Full
TRP0000094,2021,8,Winter (Dec-Feb),Pakistan,Australia,Business,Family,3,5,Air,Resort,Visa-Free,Mobile App,48,8343.84,25031.52,18.41,0,Public Transport,No,No,Satisfied,4,Very Unsafe,Moderate,Excellent,Definitely,TikTok,Partially,1098.0,Very Favorable,Full
TRP0000095,2021,9,Summer (Jun-Aug),Italy,Egypt,Business,Family,5,4,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,31,242.39,1211.95,183.3,7,Walking/Cycling,No,Yes,Very Satisfied,3,Neutral,None,Excellent,Probably,Instagram,Yes,2802.2,Unfavorable,Full
TRP0000096,2022,4,Summer (Jun-Aug),Italy,Malaysia,Leisure/Tourism,Solo,1,4,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,83,1774.12,1774.12,82.6,8,Walking/Cycling,No,Yes,Dissatisfied,3,Neutral,None,Excellent,Definitely,TikTok,Yes,329.5,Very Unfavorable,Partial
TRP0000097,2024,7,Summer (Jun-Aug),Australia,Italy,Family Visit,Solo,1,15,Air,Resort,Embassy Visa,Corporate Booking,61,1362.01,1362.01,107.5,5,Walking/Cycling,No,No,Very Dissatisfied,4,Unsafe,Moderate,Average,Probably Not,Instagram,No,167.7,Very Favorable,Full
TRP0000098,2022,4,Summer (Jun-Aug),France,Switzerland,Family Visit,Family,4,10,Road,5-Star Hotel,E-Visa,Direct Hotel/Airline,79,10502.85,42011.4,109.24,5,Taxi/Ride-share,No,Yes,Neutral,4,Neutral,None,Good,Probably,Instagram,Yes,80.1,Favorable,Full
TRP0000099,2023,10,Summer (Jun-Aug),Turkey,Singapore,Adventure/Sports,Family,6,8,Rail,5-Star Hotel,Embassy Visa,Travel Agent,31,1505.71,9034.26,76.91,2,Rental Car,No,Yes,Satisfied,5,Neutral,None,Average,Maybe,Instagram,Yes,326.2,Very Favorable,Full
TRP0000100,2024,5,Autumn (Sep-Nov),Netherlands,Malaysia,Business,Solo,1,5,Road,3-Star Hotel,Visa on Arrival,Online Travel Agency,115,488.02,488.02,40.92,6,Taxi/Ride-share,No,No,Satisfied,4,Safe,None,Excellent,Probably Not,Twitter/X,Partially,23.7,Favorable,None
TRP0000101,2019,1,Summer (Jun-Aug),France,Indonesia,Business,Couple,1,5,Air,Budget Hotel/Hostel,Visa-Free,Travel Agent,44,791.06,791.06,73.43,4,Taxi/Ride-share,No,No,Very Satisfied,5,Very Safe,Mild,Good,Definitely,Instagram,Partially,884.4,Favorable,Full
TRP0000102,2022,10,Spring (Mar-May),Mexico,Singapore,Leisure/Tourism,Backpacker,2,6,Air,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,29,2317.17,4634.34,70.23,4,Taxi/Ride-share,Yes,Yes,Very Satisfied,5,Very Safe,None,Poor,Definitely,Instagram,Partially,567.5,Very Favorable,Partial
TRP0000103,2022,3,Autumn (Sep-Nov),USA,Australia,Religious/Pilgrimage,Group Tour,26,20,Road,4-Star Hotel,E-Visa,Online Travel Agency,48,862.8,22432.8,84.56,5,Walking/Cycling,Yes,Yes,Dissatisfied,4,Unsafe,Mild,Average,Definitely,Facebook,Partially,2823.7,Favorable,Full
TRP0000104,2023,4,Autumn (Sep-Nov),Spain,Morocco,Religious/Pilgrimage,Family,6,17,Air,4-Star Hotel,Embassy Visa,Direct Hotel/Airline,4,4250.17,25501.02,188.55,10,Rental Car,Yes,No,Neutral,3,Safe,Moderate,Excellent,Definitely,Facebook,No,4718.7,Favorable,Full
TRP0000105,2024,10,Summer (Jun-Aug),Brazil,Singapore,Leisure/Tourism,Business Traveler,1,5,Road,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,106,1377.87,1377.87,83.95,3,Rental Car,No,No,Dissatisfied,5,Very Safe,None,Excellent,Probably,None,Partially,25.8,Very Favorable,Partial
TRP0000106,2023,7,Winter (Dec-Feb),Italy,Japan,Family Visit,Business Traveler,1,6,Road,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,38,2879.73,2879.73,65.11,2,Taxi/Ride-share,Yes,Yes,Very Satisfied,3,Neutral,Moderate,Average,Probably,None,No,15.1,Neutral,Partial
TRP0000107,2024,7,Summer (Jun-Aug),Mexico,Maldives,Adventure/Sports,Backpacker,1,14,Cruise Ship,3-Star Hotel,E-Visa,Online Travel Agency,7,1633.46,1633.46,33.01,2,Taxi/Ride-share,Yes,No,Satisfied,4,Very Safe,None,Average,Probably,None,Yes,427.9,Neutral,Full
TRP0000108,2023,1,Spring (Mar-May),Netherlands,Greece,Leisure/Tourism,Solo,1,16,Road,4-Star Hotel,E-Visa,Mobile App,17,4785.2,4785.2,48.91,6,Taxi/Ride-share,No,Yes,Dissatisfied,3,Safe,Moderate,Excellent,Probably,Twitter/X,No,89.0,Favorable,Full
TRP0000109,2020,12,Autumn (Sep-Nov),Netherlands,Egypt,Honeymoon,Couple,2,16,Rail,3-Star Hotel,Embassy Visa,Online Travel Agency,43,883.0,1766.0,99.33,1,Public Transport,No,Yes,Dissatisfied,4,Safe,Severe,Average,Definitely,Facebook,No,56.3,Very Favorable,Partial
TRP0000110,2020,9,Summer (Jun-Aug),Saudi Arabia,Turkey,Religious/Pilgrimage,Business Traveler,1,15,Air,Airbnb/Vacation Rental,Visa on Arrival,Online Travel Agency,8,4376.2,4376.2,66.62,2,Public Transport,No,No,Satisfied,5,Safe,None,Average,Maybe,Facebook,No,554.8,Neutral,Partial
TRP0000111,2024,9,Spring (Mar-May),Mexico,Australia,Leisure/Tourism,Family,6,17,Air,4-Star Hotel,Embassy Visa,Mobile App,27,1783.52,10701.12,150.18,0,Taxi/Ride-share,No,No,Neutral,4,Very Safe,Mild,Good,Maybe,None,No,546.3,Neutral,Partial
TRP0000112,2024,9,Autumn (Sep-Nov),Canada,Egypt,Leisure/Tourism,Group Tour,18,17,Air,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,91,417.45,7514.1,23.8,2,Taxi/Ride-share,No,No,Very Satisfied,4,Safe,Mild,Good,Probably,Twitter/X,No,6140.2,Neutral,None
TRP0000113,2024,12,Autumn (Sep-Nov),India,Spain,Adventure/Sports,Family,3,9,Rail,3-Star Hotel,Visa on Arrival,Online Travel Agency,58,1695.57,5086.71,41.87,5,Walking/Cycling,No,Yes,Satisfied,4,Safe,None,Excellent,Probably,YouTube,No,27.9,Neutral,Full
TRP0000114,2022,3,Spring (Mar-May),India,Italy,Leisure/Tourism,Solo,1,4,Air,4-Star Hotel,Visa-Free,Travel Agent,32,1483.05,1483.05,73.4,3,Taxi/Ride-share,No,Yes,Neutral,2,Neutral,None,Good,Definitely,Facebook,No,378.7,Neutral,Full
TRP0000115,2024,4,Summer (Jun-Aug),Germany,Greece,Business,Family,6,4,Air,4-Star Hotel,E-Visa,Travel Agent,29,11288.96,67733.76,88.24,6,Public Transport,Yes,No,Neutral,5,Very Safe,Mild,Poor,Maybe,Instagram,No,1159.5,Favorable,Full
TRP0000116,2024,1,Autumn (Sep-Nov),Pakistan,Canada,Cultural Exchange,Family,4,10,Air,4-Star Hotel,E-Visa,Mobile App,85,1509.33,6037.32,54.71,3,Taxi/Ride-share,No,Yes,Very Satisfied,5,Very Safe,Mild,Average,Probably,TikTok,Yes,2578.5,Neutral,Partial
TRP0000117,2019,3,Winter (Dec-Feb),France,Canada,Leisure/Tourism,Group Tour,16,10,Road,3-Star Hotel,Visa on Arrival,Mobile App,49,3451.02,55216.32,37.24,3,Rental Car,Yes,No,Very Satisfied,4,Safe,None,Good,Definitely,Instagram,No,1630.9,Neutral,Full
TRP0000118,2023,8,Summer (Jun-Aug),Japan,Maldives,Medical Tourism,Group Tour,13,25,Air,Guesthouse,Visa-Free,Mobile App,52,571.92,7434.96,162.41,2,Rental Car,Yes,No,Satisfied,5,Safe,Severe,Excellent,Maybe,Instagram,Yes,4308.4,Very Favorable,None
TRP0000119,2021,11,Summer (Jun-Aug),Japan,Switzerland,Family Visit,Family,4,16,Air,3-Star Hotel,E-Visa,Mobile App,24,860.96,3443.84,38.38,2,Taxi/Ride-share,Yes,No,Neutral,3,Safe,None,Good,Definitely,Instagram,No,2585.8,Neutral,Partial
TRP0000120,2021,10,Autumn (Sep-Nov),China,Greece,Family Visit,Backpacker,1,11,Air,Resort,E-Visa,Online Travel Agency,47,2782.74,2782.74,93.99,7,Taxi/Ride-share,No,Yes,Satisfied,3,Very Safe,Mild,Average,Definitely,Instagram,Partially,806.2,Unfavorable,Full
TRP0000121,2022,12,Summer (Jun-Aug),Mexico,Canada,Adventure/Sports,Business Traveler,1,4,Ferry,Airbnb/Vacation Rental,Visa on Arrival,Online Travel Agency,43,2767.61,2767.61,46.54,1,Walking/Cycling,No,Yes,Satisfied,5,Safe,Mild,Poor,Probably,TikTok,Yes,224.7,Very Unfavorable,Partial
TRP0000122,2022,6,Winter (Dec-Feb),Brazil,Malaysia,Medical Tourism,Couple,2,9,Road,3-Star Hotel,E-Visa,Corporate Booking,3,1017.02,2034.04,70.18,5,Boat,No,No,Neutral,4,Neutral,Moderate,Average,Probably Not,Instagram,Partially,293.6,Favorable,Full
TRP0000123,2019,5,Winter (Dec-Feb),Saudi Arabia,USA,Family Visit,Couple,2,7,Road,Resort,Embassy Visa,Online Travel Agency,70,1414.81,2829.62,130.05,5,Taxi/Ride-share,Yes,Yes,Satisfied,4,Safe,Moderate,Good,Probably,Facebook,No,215.4,Favorable,Full
TRP0000124,2022,3,Summer (Jun-Aug),India,Italy,Leisure/Tourism,Couple,1,6,Air,4-Star Hotel,E-Visa,Online Travel Agency,24,6733.15,6733.15,50.25,1,Rental Car,Yes,No,Satisfied,5,Neutral,None,Excellent,Probably,Facebook,Partially,140.1,Neutral,Full
TRP0000125,2023,3,Spring (Mar-May),Turkey,UK,Family Visit,Solo,1,12,Air,Guesthouse,Visa on Arrival,Direct Hotel/Airline,8,1132.53,1132.53,59.11,1,Public Transport,Yes,No,Satisfied,5,Safe,Mild,Poor,Definitely Not,Instagram,No,166.9,Very Favorable,Partial
TRP0000126,2020,9,Autumn (Sep-Nov),USA,Japan,Business,Family,6,3,Road,Budget Hotel/Hostel,Embassy Visa,Direct Hotel/Airline,33,590.95,3545.7,33.96,6,Public Transport,No,No,Very Satisfied,4,Safe,Mild,Poor,Probably,Facebook,No,457.6,Very Favorable,Full
TRP0000127,2019,11,Summer (Jun-Aug),Pakistan,Morocco,Religious/Pilgrimage,Group Tour,28,13,Road,4-Star Hotel,Embassy Visa,Corporate Booking,24,4240.71,118739.88,33.79,7,Boat,Yes,No,Satisfied,5,Neutral,Moderate,Poor,Definitely,Facebook,No,3339.9,Very Favorable,None
TRP0000128,2024,2,Spring (Mar-May),Germany,USA,Education,Backpacker,1,75,Road,Guesthouse,E-Visa,Travel Agent,42,843.48,843.48,34.52,4,Taxi/Ride-share,Yes,No,Very Satisfied,3,Very Safe,None,Excellent,Probably,Instagram,No,120.4,Neutral,Full
TRP0000129,2021,7,Summer (Jun-Aug),Russia,UK,Leisure/Tourism,Solo,1,15,Cruise Ship,3-Star Hotel,Visa-Free,Online Travel Agency,25,1075.83,1075.83,80.66,2,Taxi/Ride-share,No,No,Satisfied,5,Safe,Mild,Average,Probably,Facebook,No,237.7,Very Favorable,None
TRP0000130,2019,1,Winter (Dec-Feb),India,Japan,Religious/Pilgrimage,Couple,2,8,Air,Guesthouse,Embassy Visa,Online Travel Agency,13,1023.13,2046.26,44.82,4,Boat,No,Yes,Dissatisfied,4,Safe,None,Average,Definitely,Instagram,Yes,1192.9,Favorable,Full
TRP0000131,2019,10,Autumn (Sep-Nov),Brazil,Japan,Education,Backpacker,1,108,Air,Guesthouse,Embassy Visa,Online Travel Agency,110,1194.08,1194.08,36.24,2,Tour Bus,No,No,Dissatisfied,4,Very Safe,Mild,Average,Maybe,Instagram,Yes,310.7,Unfavorable,Partial
TRP0000132,2024,1,Spring (Mar-May),France,Spain,Digital Nomad,Business Traveler,1,62,Air,Budget Hotel/Hostel,Visa on Arrival,Mobile App,34,1086.79,1086.79,33.63,1,Rental Car,Yes,Yes,Satisfied,4,Neutral,None,Good,Probably,None,Yes,759.1,Very Favorable,Partial
TRP0000133,2023,5,Summer (Jun-Aug),Netherlands,Malaysia,Religious/Pilgrimage,Family,3,13,Air,Resort,Visa on Arrival,Corporate Booking,64,3682.13,11046.39,53.58,4,Public Transport,Yes,Yes,Very Satisfied,4,Very Unsafe,Severe,Average,Definitely,Multiple Platforms,No,1825.7,Neutral,Partial
TRP0000134,2023,5,Autumn (Sep-Nov),Japan,Italy,Business,Business Traveler,1,4,Air,Camping/Glamping,E-Visa,Direct Hotel/Airline,45,3299.46,3299.46,215.62,3,Taxi/Ride-share,Yes,No,Satisfied,5,Unsafe,Mild,Good,Maybe,Instagram,Yes,335.9,Favorable,Partial
TRP0000135,2024,11,Autumn (Sep-Nov),Japan,Morocco,Business,Group Tour,25,5,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,53,2335.76,58394.0,35.67,8,Boat,Yes,No,Satisfied,2,Very Safe,None,No WiFi,Maybe,Multiple Platforms,No,2444.5,Very Unfavorable,Full
TRP0000136,2023,5,Winter (Dec-Feb),Germany,Greece,Family Visit,Solo,1,4,Air,3-Star Hotel,E-Visa,Online Travel Agency,111,760.48,760.48,34.63,4,Public Transport,No,Yes,Satisfied,3,Safe,Moderate,No WiFi,Definitely,None,Yes,736.2,Unfavorable,Full
TRP0000137,2024,1,Winter (Dec-Feb),UK,Greece,Business,Solo,1,2,Rail,5-Star Hotel,Visa-Free,Online Travel Agency,111,2576.16,2576.16,147.24,2,Rental Car,Yes,No,Neutral,4,Safe,Severe,Poor,Probably,YouTube,Yes,30.8,Favorable,None
TRP0000138,2019,3,Autumn (Sep-Nov),Japan,Italy,Religious/Pilgrimage,Couple,1,9,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,80,2019.9,2019.9,118.0,6,Tour Bus,Yes,No,Very Satisfied,5,Safe,Mild,Good,Probably,Instagram,No,297.0,Favorable,Full
TRP0000139,2024,11,Winter (Dec-Feb),Japan,Malaysia,Religious/Pilgrimage,Business Traveler,1,13,Air,Airbnb/Vacation Rental,Embassy Visa,Travel Agent,206,2326.76,2326.76,102.91,5,Rental Car,Yes,No,Dissatisfied,4,Safe,None,Good,Probably,None,No,470.1,Very Favorable,Full
TRP0000140,2024,10,Spring (Mar-May),UK,New Zealand,Cultural Exchange,Group Tour,25,3,Air,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,145,2132.0,53300.0,39.54,2,Taxi/Ride-share,Yes,No,Satisfied,3,Neutral,Mild,Excellent,Maybe,Twitter/X,No,5672.1,Favorable,Partial
TRP0000141,2024,6,Autumn (Sep-Nov),UK,Egypt,Leisure/Tourism,Couple,2,19,Air,4-Star Hotel,Visa-Free,Direct Hotel/Airline,53,2370.36,4740.72,54.82,8,Taxi/Ride-share,No,No,Neutral,5,Very Safe,Mild,Good,Probably Not,None,Yes,344.2,Favorable,Partial
TRP0000142,2024,10,Summer (Jun-Aug),India,France,Religious/Pilgrimage,Couple,1,11,Air,Airbnb/Vacation Rental,Visa-Free,Travel Agent,17,882.14,882.14,62.08,5,Taxi/Ride-share,Yes,Yes,Satisfied,5,Very Safe,None,Good,Probably,Multiple Platforms,Partially,284.3,Neutral,Full
TRP0000143,2024,4,Autumn (Sep-Nov),India,UK,Leisure/Tourism,Group Tour,8,9,Road,Budget Hotel/Hostel,Visa on Arrival,Mobile App,58,1882.63,15061.04,61.54,7,Taxi/Ride-share,Yes,No,Satisfied,5,Neutral,None,Average,Definitely,Twitter/X,No,943.9,Favorable,Full
TRP0000144,2024,5,Spring (Mar-May),Russia,Morocco,Religious/Pilgrimage,Solo,1,15,Road,3-Star Hotel,E-Visa,Direct Hotel/Airline,19,750.33,750.33,23.71,1,Public Transport,Yes,No,Satisfied,3,Very Safe,None,Poor,Maybe,Twitter/X,No,73.9,Unfavorable,None
TRP0000145,2022,8,Winter (Dec-Feb),Turkey,Maldives,Religious/Pilgrimage,Solo,1,10,Air,4-Star Hotel,Embassy Visa,Direct Hotel/Airline,15,2611.44,2611.44,66.19,3,Tour Bus,Yes,Yes,Satisfied,5,Very Safe,Moderate,No WiFi,Definitely,Twitter/X,Partially,576.1,Very Favorable,Partial
TRP0000146,2019,11,Winter (Dec-Feb),Italy,USA,Adventure/Sports,Family,3,11,Air,3-Star Hotel,E-Visa,Corporate Booking,18,681.71,2045.13,89.29,5,Walking/Cycling,Yes,No,Satisfied,3,Very Safe,Mild,Excellent,Maybe,TikTok,Partially,543.7,Favorable,Full
TRP0000147,2022,6,Autumn (Sep-Nov),Japan,Egypt,Family Visit,Business Traveler,1,10,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,33,2096.54,2096.54,57.32,3,Taxi/Ride-share,Yes,Yes,Satisfied,3,Neutral,None,Average,Definitely,Facebook,Yes,643.1,Very Favorable,Full
TRP0000148,2022,11,Summer (Jun-Aug),UAE,Morocco,Leisure/Tourism,Family,5,13,Air,3-Star Hotel,Visa-Free,Corporate Booking,26,1463.54,7317.7,22.99,6,Rental Car,No,Yes,Neutral,4,Very Unsafe,None,Average,Probably,TikTok,No,2423.5,Unfavorable,Full
TRP0000149,2023,1,Summer (Jun-Aug),Russia,France,Family Visit,Couple,1,15,Road,4-Star Hotel,Visa-Free,Online Travel Agency,59,712.46,712.46,95.65,1,Walking/Cycling,Yes,No,Neutral,2,Very Safe,Moderate,Excellent,Definitely Not,Facebook,Yes,133.7,Neutral,Full
TRP0000150,2023,2,Winter (Dec-Feb),Canada,Switzerland,Business,Group Tour,9,3,Air,3-Star Hotel,Visa on Arrival,Mobile App,16,1968.83,17719.47,64.78,1,Walking/Cycling,Yes,Yes,Dissatisfied,5,Safe,Severe,Good,Probably,Multiple Platforms,No,7991.9,Neutral,Partial
TRP0000151,2022,10,Summer (Jun-Aug),UK,Spain,Business,Solo,1,3,Air,Airbnb/Vacation Rental,Embassy Visa,Online Travel Agency,15,1297.81,1297.81,48.96,3,Tour Bus,No,No,Satisfied,3,Unsafe,Moderate,Excellent,Probably,Multiple Platforms,No,456.5,Unfavorable,Full
TRP0000152,2019,3,Winter (Dec-Feb),India,Spain,Leisure/Tourism,Group Tour,21,3,Road,Budget Hotel/Hostel,Visa-Free,Direct Hotel/Airline,26,720.66,15133.86,30.22,4,Taxi/Ride-share,Yes,Yes,Neutral,2,Safe,Moderate,Excellent,Definitely,Facebook,No,580.7,Very Unfavorable,Partial
TRP0000153,2022,11,Spring (Mar-May),Russia,USA,Medical Tourism,Business Traveler,1,14,Rail,3-Star Hotel,Embassy Visa,Mobile App,40,1202.96,1202.96,70.59,4,Walking/Cycling,Yes,No,Satisfied,5,Very Safe,Mild,Excellent,Definitely,Multiple Platforms,No,44.4,Unfavorable,Partial
TRP0000154,2020,8,Autumn (Sep-Nov),India,Maldives,Leisure/Tourism,Solo,1,11,Road,4-Star Hotel,Embassy Visa,Online Travel Agency,40,4951.6,4951.6,108.86,3,Rental Car,Yes,No,Dissatisfied,5,Safe,None,Excellent,Definitely,None,Yes,40.1,Very Favorable,Full
TRP0000155,2020,4,Spring (Mar-May),Netherlands,New Zealand,Leisure/Tourism,Couple,1,7,Air,4-Star Hotel,E-Visa,Corporate Booking,35,1144.59,1144.59,105.13,5,Tour Bus,Yes,No,Satisfied,5,Neutral,Moderate,Excellent,Probably,YouTube,Yes,125.6,Favorable,Partial
TRP0000156,2022,6,Spring (Mar-May),Spain,Spain,Religious/Pilgrimage,Couple,1,7,Air,4-Star Hotel,Embassy Visa,Online Travel Agency,38,4185.88,4185.88,49.74,4,Rental Car,No,Yes,Very Satisfied,5,Safe,None,No WiFi,Definitely,Instagram,Partially,196.9,Very Unfavorable,Partial
TRP0000157,2024,2,Autumn (Sep-Nov),Pakistan,Thailand,Adventure/Sports,Solo,1,8,Air,5-Star Hotel,E-Visa,Online Travel Agency,122,682.97,682.97,61.68,6,Taxi/Ride-share,Yes,No,Satisfied,5,Unsafe,None,Good,Maybe,Multiple Platforms,Yes,404.0,Unfavorable,Partial
TRP0000158,2024,2,Summer (Jun-Aug),USA,Japan,Leisure/Tourism,Business Traveler,1,11,Air,4-Star Hotel,E-Visa,Online Travel Agency,92,3073.54,3073.54,99.38,1,Rental Car,No,No,Very Dissatisfied,4,Neutral,Moderate,Good,Definitely,Twitter/X,No,577.1,Very Favorable,Full
TRP0000159,2024,8,Winter (Dec-Feb),UK,Egypt,Adventure/Sports,Business Traveler,1,6,Air,4-Star Hotel,E-Visa,Online Travel Agency,44,2533.82,2533.82,33.3,9,Taxi/Ride-share,No,No,Neutral,4,Safe,Moderate,Good,Maybe,Facebook,No,717.6,Unfavorable,Full
TRP0000160,2022,7,Spring (Mar-May),Brazil,Spain,Business,Backpacker,1,2,Air,4-Star Hotel,Embassy Visa,Online Travel Agency,41,2548.56,2548.56,94.7,7,Rental Car,Yes,No,Very Satisfied,5,Very Safe,Severe,Average,Definitely Not,Instagram,Partially,169.8,Unfavorable,Full
TRP0000161,2024,12,Summer (Jun-Aug),Italy,UAE,Leisure/Tourism,Solo,1,7,Cruise Ship,5-Star Hotel,Embassy Visa,Direct Hotel/Airline,123,2747.31,2747.31,70.21,6,Rental Car,No,Yes,Neutral,4,Safe,Mild,Poor,Probably,Multiple Platforms,No,447.3,Unfavorable,Full
TRP0000162,2020,1,Summer (Jun-Aug),Turkey,France,Adventure/Sports,Business Traveler,1,20,Air,4-Star Hotel,Visa on Arrival,Online Travel Agency,11,3970.96,3970.96,95.6,5,Public Transport,No,No,Very Satisfied,5,Very Safe,Mild,Good,Maybe,Twitter/X,No,891.2,Unfavorable,Full
TRP0000163,2020,7,Spring (Mar-May),Germany,Indonesia,Adventure/Sports,Family,6,10,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,78,610.63,3663.78,63.81,6,Rental Car,No,Yes,Very Satisfied,5,Safe,Mild,Good,Probably,Multiple Platforms,Partially,5125.9,Neutral,Full
TRP0000164,2023,3,Spring (Mar-May),Netherlands,Canada,Business,Solo,1,3,Air,Resort,Embassy Visa,Direct Hotel/Airline,23,3467.25,3467.25,77.66,2,Taxi/Ride-share,Yes,No,Satisfied,5,Very Safe,Mild,Average,Definitely,Facebook,No,585.4,Neutral,Full
TRP0000165,2023,4,Summer (Jun-Aug),Japan,Japan,Medical Tourism,Solo,1,16,Air,Budget Hotel/Hostel,Visa-Free,Direct Hotel/Airline,28,1047.03,1047.03,41.76,5,Taxi/Ride-share,Yes,Yes,Very Satisfied,3,Safe,Mild,Good,Definitely,Facebook,No,335.1,Neutral,Full
TRP0000166,2023,9,Winter (Dec-Feb),Italy,Morocco,Education,Couple,1,56,Road,Budget Hotel/Hostel,Embassy Visa,Online Travel Agency,44,293.23,293.23,31.19,2,Public Transport,Yes,No,Very Satisfied,2,Very Safe,Moderate,Poor,Definitely,Facebook,Partially,132.6,Neutral,None
TRP0000167,2020,11,Autumn (Sep-Nov),USA,Singapore,Religious/Pilgrimage,Group Tour,21,20,Road,4-Star Hotel,E-Visa,Online Travel Agency,36,4525.25,95030.25,86.03,5,Taxi/Ride-share,No,No,Satisfied,4,Unsafe,None,Good,Probably,Facebook,No,2949.5,Unfavorable,Partial
TRP0000168,2024,1,Autumn (Sep-Nov),Spain,Maldives,Adventure/Sports,Group Tour,15,14,Air,3-Star Hotel,E-Visa,Direct Hotel/Airline,176,1934.09,29011.35,64.83,0,Public Transport,No,No,Very Satisfied,5,Neutral,Mild,Average,Probably,Instagram,Partially,13411.9,Neutral,None
TRP0000169,2023,5,Spring (Mar-May),Brazil,Malaysia,Adventure/Sports,Family,6,7,Air,Airbnb/Vacation Rental,E-Visa,Online Travel Agency,19,720.15,4320.9,72.16,3,Public Transport,Yes,No,Dissatisfied,5,Safe,Moderate,Average,Definitely,Instagram,No,1768.5,Neutral,Partial
TRP0000170,2023,1,Autumn (Sep-Nov),Russia,France,Leisure/Tourism,Business Traveler,1,19,Air,4-Star Hotel,Visa-Free,Direct Hotel/Airline,17,6829.01,6829.01,22.14,3,Rental Car,Yes,No,Satisfied,3,Unsafe,None,Good,Probably Not,Instagram,Partially,486.5,Favorable,Partial
TRP0000171,2023,9,Spring (Mar-May),Spain,UK,Leisure/Tourism,Group Tour,21,19,Air,Resort,Visa on Arrival,Online Travel Agency,24,2187.06,45928.26,59.62,6,Taxi/Ride-share,No,No,Dissatisfied,2,Safe,None,Good,Probably,TikTok,No,8953.7,Very Unfavorable,Partial
TRP0000172,2022,1,Winter (Dec-Feb),Australia,UAE,Leisure/Tourism,Family,4,5,Air,3-Star Hotel,Visa-Free,Mobile App,163,574.16,2296.64,100.68,9,Walking/Cycling,No,No,Very Satisfied,4,Very Safe,Mild,Good,Probably,Instagram,No,1011.8,Very Favorable,None
TRP0000173,2023,10,Spring (Mar-May),France,Spain,Leisure/Tourism,Group Tour,20,5,Cruise Ship,3-Star Hotel,Visa on Arrival,Online Travel Agency,320,861.87,17237.4,113.52,2,Taxi/Ride-share,No,No,Very Satisfied,4,Neutral,Moderate,Average,Definitely,Instagram,Yes,8413.0,Very Favorable,Full
